,a,b,c,d,e,f,g,h,i,renzhen,weibo_num,gzl,fsl
778,芦雪荻花,:关注《红楼梦》大数据：大数据解读《红楼梦》，用户最关注人物竟不是你们的林妹妹,11月23日 08:35?来自360安全浏览器,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1179862131,《红楼梦》中的芦雪荻花。,微博[21502],关注[774],粉丝[1232]
779,东方居士风水,":评论@极地曙光 的博文【[转载]中国人健康大数据出来了！看完...我只想吃素！】：""欣赏问候！祝福吉祥！""查看原文：[转载]中国人健康大数据出来了！看完...我只想吃素！",11月23日 08:33?来自新浪博客,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1649828951,东方风水为您造福,微博[79464],关注[80],粉丝[1266]
780,szanc,:在搞科技經濟的人看來，隨著人工智能和機器人的出現，大部分人將無所事事，不存在勞動力缺乏的情況。『逃离你终将衰落的家乡：大数据城市人口分析』逃离你终将衰落的家乡：大数据城市人口分析,11月23日 08:28?来自小米手机5,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1761830842,,微博[5832],关注[39],粉丝[194]
781,淄博记事本,":#淄博身边事#[鼓掌] 【给力！淄博临淄智慧养老服务平台启动 可一键接通多种服务！】近日,“互联网+”智慧养老创新论坛在临淄举行,临淄区智慧养老服务平台正式启动,平台将利用全区老人“大数据”,为老人提供家政上门、医护救助、健康管理等养老服务,而老人需要做的就是按下按键！",11月23日 08:28?来自皮皮时光机,no,yes,赞[2]</a>,转发[0]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/0533zb,认证：微博本地资讯博主（淄博）http://t.cn/RUmMhZ7,微博[3295],关注[2244],粉丝[131806]
782,艾小墨儿,《国际投资杂志》历年对亚洲未来领先城市做了详细评析。通过对近年排名前10位的亚洲未来领先城市变化趋势，以及在经济潜力、成本效率、人力资源、生活质量、基础设施、商业环境、引资策略等7个方面的比较分析，总结出对中国城市未来发展有益的经验启示。 【国际城市观察】城市发展潜力：测度方法与亚洲排名,11月23日 08:25?来自红米Note 3,yes,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/misunderestimate,Spectrum.^~^.Ultra-Violet,微博[124],关注[69],粉丝[738]
783,FIVEFOO,:【贵州大数据1至9月产业规模同比增45.9% 将从六方面加快提升】 http://t.cn/RfoSRn4,11月23日 08:11?来自今日头条,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/579855551,打造以支付为入口的应用场景化的数据金融服务,微博[4433],关注[3002],粉丝[929]
784,上味研究院李小兵,:上味时代与酒【0426】 互联网的本质是生态系统，就是基于平等和尊重，基于文明和关系。从长尾理论到全尾理论，只是基于大数据和云端的认知。具体到企业和产品，需要突破点和入口，聚焦到聚核，聚核到聚类，聚类到聚变，最终形成核裂变和核扩散的黑洞效应。以用户构建新的产业观，需要细分的和专业的?全文,11月23日 08:11?来自华为麦芒4,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/u/2610708852,国家工程实验室教授（构象养生科学创建者）、国家级白酒专家、...,微博[1059],关注[1915],粉丝[1081]
785,风云学会陈经,:逃离你终将衰落的家乡：大数据城市人口分析http://t.cn/RfoSNjg这个是用短期数据分析长期趋势。决定性因素主要是，和一线相比二三线居民收入太低。整个国家需要为非一线的城市找到收入增加的办法。最终不会如文中这么夸张。,11月23日 08:07?来自HUAWEI Mate 8,no,yes,赞[32]</a,转发[74]</a>?<a ,评论[29]</a>?<a ,http://weibo.cn/u/5493934570,认证：亚洲视觉科技 研发总监 微博签约自媒体,微博[469],关注[186],粉丝[62529]
786,潮成林的微博,:【潮说】〖大数据是红海，小数据才是未来！〗别看这两年大数据红的发紫，无论什么行业做个什么鬼东西都会与大数据联系在一起，而釆集数据的入口也越来越多，随便下个APP，用个什么软件，都要绑定你的微信、qq、手机号之类的，现在的大数据采集已经泛滥到了极致（奇怪，为何木有人管，这个不算侵犯隐私?全文,11月23日 08:00?来自iPhone 6 Plus,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1916038461,认证：绿地全球企业服务平台 总经理绿地企业家俱乐部 秘书长,微博[5985],关注[783],粉丝[3313]
787,英特尔商用频道,:【个人大数据量化生活，企业大数据量化发展趋势】大数据已经在生活和工作的方方面面都改善着我们的一切，而现在一个非常时髦的词汇来形容大数据的此类影响的，那就是“量化生活”，顾名思义，把我们的日常生活数据化，经过分析产生有价值的信息！神奇吗？来一起领略它的魅力吧！http://t.cn/RfaduYG,11月23日 08:00?来自微博 weibo.com,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/intelbiz,认证：英特尔中国商用官方微博,微博[8307],关注[2021],粉丝[59384]
788,tori_tsai,:商业本质，大数据，定位，每一样都很重要 【有料】小鲜肉生意怎么做？杨洋团队是如此经营的,11月23日 07:58?来自小米手机4,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1757182945,认证：乐天百货沈阳店蔡玥,微博[2208],关注[435],粉丝[526]
789,wintryheart,:这图做得好漂亮，好想想学学。『规划日报326：腾讯大数据下的“城市社团”星云图』规划日报326：腾讯大数据下的“城市社团”星云图,11月23日 07:52?来自华为Ascend Mate2,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1405996003,天为盖，地为床，行者无疆。,微博[1408],关注[123],粉丝[172]
790,宁钰嘉,在美国，谷歌搜索几乎也是垄断地位。信息的搜索，根本上取决于自己的鉴别。比如，你在谷歌上搜索任何产品，首先会给你推荐一堆他们收了钱的产品排序。你只能耐心的往后翻，寻找一些专业排名或测评报告。谷歌的不作恶，是相对的。对网络信息的了解，必须保持一种质疑的态度，重要的事情需要多方比较，才?全文,11月23日 07:51?来自360安全浏览器,no,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/206191977,下里巴人,微博[4559],关注[245],粉丝[1336]
791,人工智能联盟,【我国最快2020年正式商用5G网络】从多个权威渠道获悉，我国5G网络商用时间表已正式出炉。我国将于2017年展开5G网络第二阶段测试，2018年进行大规模试验组网，并在此基础上于2019年启动5G网络建设，最快2020年正式商用5G网络。（经参）实时财经新闻http://t.cn/RPyRtYQ,11月23日 07:46?来自小米5s Plus,yes,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/theworldofwealth,欢迎一起关注人工智能、机器人、深度学习、无人驾驶、虚拟现实...,微博[4565],关注[160],粉丝[580]
792,沉忆努赚,:分享@并读  :谁泄露了你的信息?警惕“大数据”泄露信息http://t.cn/RfoahzR,11月23日 07:27?来自并读,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5733312910,,微博[4086],关注[280],粉丝[45]
793,我爱猫猫的马甲,最近几天讨论万科和南玻的很多，我炒股向来是不管你多牛逼的“庄家”举牌，有多少牛逼“庄家”扎堆，控制了多少流通股，我就两个观点：?1.没有绝对控股权的上市公司，我从来没有兴趣和它一起成长；?2.万众瞩目的传统行业明星难成大牛股。,11月23日 07:24?来自WeicoPro,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/cathie1,布鲁斯特大学毕业！国家一级暖床师、揉奶师！响应国家号召积极...,微博[20603],关注[963],粉丝[1803]
794,小个儿虞娜娜归来,:微博智能客户端大数据处理能力暂时还有限…[二哈]//柳叶刀客-消化科医生: 那是往前捯饬，要往后看//钢筋徒工:大数据来了：朗朗恶狗狗尿苔狗蹦子狗×猪艾撕比没闻花…[偷乐]//己言自语:画蛇添足行不[嘻嘻]//柳叶刀客-消化科医生: 等着兽医接下去，来，“狗尾续貂”！//己言自语:[偷笑],11月23日 07:11?来自iPhone客户端,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5953608243,,微博[76],关注[497],粉丝[21]
795,薛定谔的懒猫_奥斯定,#晚安博尔塔拉# 原本都睡下了，半夜被喊起来，说是有涉及博州的舆情。起来看了看，确实有。根据工作职责，现向@榕粉丝团  网友正式答复：1、图1的内容中，存在着可能涉嫌煽动不明真相的群众围攻博州境内清真餐厅的言论，博州发布郑重提醒这位网友注意言行，恪守七条底线，遵守国家法律，建议以后避免?全文,11月23日 07:10?来自Smartisan M1,no,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/sunqinhao,Si Deus Nobiscum quis contra nos,微博[13964],关注[742],粉丝[898]
796,9号投篮手,:精准医疗磁导航、骨科生物材料3D打印规模化制造和服务这两家企业，都依托大数据、移动互联网进行应用，不仅将使科学城在生物技术同领域上取得国内领跑优势，而且也将使南华大学附属四家医院均获得精准医疗上的国内领先地位，为癌症患者减低手术风险和痛苦、骨科患者内植入治疗标准化，提供现代医疗舒适?全文,11月23日 06:47?来自iPhone 6 Plus,no,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1603829744,为政府工作的职业经理人,微博[448],关注[108],粉丝[607]
797,ltg1949,:发表了一篇转载博文《[转载]这个研究令世界震惊！出于国家安全考虑，中国应该将阿里巴巴大数据驱逐出国家最》[转载]这个研究令世界震惊！出于国家安全考虑，中国应该将阿里巴巴大数据驱逐出国家最,11月23日 06:46?来自新浪博客,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1160290052,,微博[21181],关注[17],粉丝[253]
798,Leo_王桓,:大数据（转发）中国国家权力机构共分中央、省、市、县、乡和村（城市里相对应的是社区居委会）六级。任何一级权力机构都是党政两套班子匹配，因而六级权力机构也就意味着党委书记也分六个层级。根据2003年底的中国行政区划统计，全国共 有省级行政区三十四个，市级行政区三百三十三个，县级行政区两千?全文,11月23日 06:41?来自HUAWEI Mate 8,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/reeven99,爱好广泛却无一精通的天涯浪子！,微博[155],关注[16],粉丝[36]
799,湘潭浪漫,【人物】 绿叶环保理事长：@湘潭小武哥 ，来自湘潭环保团队，绿叶环保理事长“2016年9月10日，正是我步入专职环保圈整整4年的日子。”9月6日，“湘潭小武哥”洪武在微博上写下了一段话@湘潭解脱 @湘潭浪漫 @何春银微想 @湘潭矛戈 @湘潭环保迪迪 @我湖你南 @株洲双面胶 【人物】绿叶环保理事长：湘潭小武哥,11月23日 06:31?来自红米Note 2,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/3180320297,认证：????????湖南省保护湘江“绿色卫士”环保志愿者 ,微博[3690],关注[2448],粉丝[963]
800,陶兴86604,:防不胜防//分享@并读  :【谁泄露了你的信息?警惕“大数据”泄露信息】http://t.cn/Rfo6vTZ,11月23日 06:24?来自并读,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5512921036,,微博[2617],关注[79],粉丝[29]
801,天使之城120,:本专家今天讲课，请各位坐稳小板凳！哎……这又是让人叹息和害羞的一节课呀……上次说到灯泡插上就亮，拔下就灭的早泄问题今天之所以用一篇的时间来讲它原因就在大数据说话了很多甜蜜的  http://t.cn/RfoiVtt,11月23日 05:59?来自华为Ascend手机,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2729658464,我是白衣天使,微博[64],关注[17],粉丝[19]
802,梁斌penny,有足够的内幕消息和一百万美元，你一年内准会破产——巴菲特,11月23日 05:58?来自iPhone 7 Plus,yes,no,赞[13]</a,转发[6]</a>?<a c,评论[4]</a>?<a h,http://weibo.cn/pennyliang,个人主页（http://pennyliang.com/）,微博[25057],关注[1207],粉丝[61824]
803,王育琨,发表了博文《任正非：华为的整体战略树》2016年11月17日凌晨，美国传来捷报，在决定全球通信技术标准的5G方案大战中，中国华为主推的PolarCode成为5G短码最终方案。这意味着，未来的全球通信技任正非：华为的整体战略树,11月23日 05:48?来自微博 weibo.com,no,yes,赞[3]</a>,转发[17]</a>?<a ,评论[2]</a>?<a h,http://weibo.cn/wangyukun,认证：北京地头力管理咨询有限公司 董事长,微博[11522],关注[1868],粉丝[315798]
804,大数据资讯,:【复杂性将如何影响大数据部署】如今，大数据应用程序比常规应用程序复杂10倍，开发人员通常需要了解大量的技术，以使大数据能够正常工作。... http://t.cn/RfShgUy,11月23日 03:31?来自中国大数据网,no,no,赞[0]</a>,转发[2]</a>?<a c,评论[1]</a>?<a h,http://weibo.cn/thebigdata,中国大数据网(thebigdata.cn)官方微博！中国大数据--中国大数...,微博[6017],关注[230],粉丝[57854]
805,大梦想家KUN,:李纯通过对传统供应链管理体系、阿里B2B的演变、互联网+供应链+大数据3个角度展开解析。 （来自@手机百度） http://t.cn/RfoMnWG,11月23日 03:12?来自手机百度客户端,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5566413589,梦想是注定孤独的旅行,微博[812],关注[228],粉丝[871]
